Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2006/2007,Canada,Education,v62427112,1.1,3373.000
2007/2008,Canada,Education,v62427112,1.1,3545.000
2008/2009,Canada,Education,v62427112,1.1,3652.000
2009/2010,Canada,Education,v62427112,1.1,3739.000
2010/2011,Canada,Education,v62427112,1.1,3850.000
2011/2012,Canada,Education,v62427112,1.1,3804.000
2012/2013,Canada,Education,v62427112,1.1,4273.000
2013/2014,Canada,Education,v62427112,1.1,4394.000
2014/2015,Canada,Education,v62427112,1.1,4482.000
2015/2016,Canada,Education,v62427112,1.1,4514.000
2016/2017,Canada,Education,v62427112,1.1,4571.000
2017/2018,Canada,Education,v62427112,1.1,4676.000
2006/2007,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,3991.000
2007/2008,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,4239.000
2008/2009,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,4377.000
2009/2010,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,4592.000
2010/2011,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,4748.000
2011/2012,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,4591.000
2012/2013,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,5002.000
2013/2014,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,5138.000
2014/2015,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,5211.000
2015/2016,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,5464.000
2016/2017,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,5680.000
2017/2018,Canada,"Visual and performing arts, and communications technologies",v62427121,1.2,5842.000
2006/2007,Canada,Humanities,v62427122,1.3,4336.000
2007/2008,Canada,Humanities,v62427122,1.3,4342.000
2008/2009,Canada,Humanities,v62427122,1.3,4364.000
2009/2010,Canada,Humanities,v62427122,1.3,4525.000
2010/2011,Canada,Humanities,v62427122,1.3,4638.000
2011/2012,Canada,Humanities,v62427122,1.3,4769.000
2012/2013,Canada,Humanities,v62427122,1.3,4941.000
2013/2014,Canada,Humanities,v62427122,1.3,5023.000
2014/2015,Canada,Humanities,v62427122,1.3,5230.000
2015/2016,Canada,Humanities,v62427122,1.3,5346.000
2016/2017,Canada,Humanities,v62427122,1.3,5460.000
2017/2018,Canada,Humanities,v62427122,1.3,5595.000
2006/2007,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,4041.000
2007/2008,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,4165.000
2008/2009,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,4251.000
2009/2010,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,4431.000
2010/2011,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,4586.000
2011/2012,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,4656.000
2012/2013,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,4966.000
2013/2014,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,5116.000
2014/2015,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,5294.000
2015/2016,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,5424.000
2016/2017,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,5573.000
2017/2018,Canada,"Social and behavioural sciences, and legal studies",v62427123,1.4,5721.000
2006/2007,Canada,Law,v62427124,1.5,7155.000
2007/2008,Canada,Law,v62427124,1.5,7382.000
2008/2009,Canada,Law,v62427124,1.5,8030.000
2009/2010,Canada,Law,v62427124,1.5,8229.000
2010/2011,Canada,Law,v62427124,1.5,8657.000
2011/2012,Canada,Law,v62427124,1.5,9335.000
2012/2013,Canada,Law,v62427124,1.5,9549.000
2013/2014,Canada,Law,v62427124,1.5,10039.000
2014/2015,Canada,Law,v62427124,1.5,10563.000
2015/2016,Canada,Law,v62427124,1.5,10928.000
2016/2017,Canada,Law,v62427124,1.5,13115.000
2017/2018,Canada,Law,v62427124,1.5,13642.000
2006/2007,Canada,"Business, management and public administration",v62427125,1.6,4195.000
2007/2008,Canada,"Business, management and public administration",v62427125,1.6,4637.000
2008/2009,Canada,"Business, management and public administration",v62427125,1.6,4978.000
2009/2010,Canada,"Business, management and public administration",v62427125,1.6,5191.000
2010/2011,Canada,"Business, management and public administration",v62427125,1.6,5386.000
2011/2012,Canada,"Business, management and public administration",v62427125,1.6,5673.000
2012/2013,Canada,"Business, management and public administration",v62427125,1.6,6097.000
2013/2014,Canada,"Business, management and public administration",v62427125,1.6,6274.000
2014/2015,Canada,"Business, management and public administration",v62427125,1.6,6366.000
2015/2016,Canada,"Business, management and public administration",v62427125,1.6,6542.000
2016/2017,Canada,"Business, management and public administration",v62427125,1.6,6810.000
2017/2018,Canada,"Business, management and public administration",v62427125,1.6,7068.000
2006/2007,Canada,Physical and life sciences and technologies,v62427126,1.7,4270.000
2007/2008,Canada,Physical and life sciences and technologies,v62427126,1.7,4534.000
2008/2009,Canada,Physical and life sciences and technologies,v62427126,1.7,4679.000
2009/2010,Canada,Physical and life sciences and technologies,v62427126,1.7,4885.000
2010/2011,Canada,Physical and life sciences and technologies,v62427126,1.7,5049.000
2011/2012,Canada,Physical and life sciences and technologies,v62427126,1.7,5247.000
2012/2013,Canada,Physical and life sciences and technologies,v62427126,1.7,5335.000
2013/2014,Canada,Physical and life sciences and technologies,v62427126,1.7,5481.000
2014/2015,Canada,Physical and life sciences and technologies,v62427126,1.7,5701.000
2015/2016,Canada,Physical and life sciences and technologies,v62427126,1.7,5884.000
2016/2017,Canada,Physical and life sciences and technologies,v62427126,1.7,6022.000
2017/2018,Canada,Physical and life sciences and technologies,v62427126,1.7,6191.000
2006/2007,Canada,"Mathematics, computer and information sciences",v62427127,1.8,4650.000
2007/2008,Canada,"Mathematics, computer and information sciences",v62427127,1.8,4746.000
2008/2009,Canada,"Mathematics, computer and information sciences",v62427127,1.8,4987.000
2009/2010,Canada,"Mathematics, computer and information sciences",v62427127,1.8,5299.000
2010/2011,Canada,"Mathematics, computer and information sciences",v62427127,1.8,5526.000
2011/2012,Canada,"Mathematics, computer and information sciences",v62427127,1.8,5781.000
2012/2013,Canada,"Mathematics, computer and information sciences",v62427127,1.8,6051.000
2013/2014,Canada,"Mathematics, computer and information sciences",v62427127,1.8,6245.000
2014/2015,Canada,"Mathematics, computer and information sciences",v62427127,1.8,6565.000
2015/2016,Canada,"Mathematics, computer and information sciences",v62427127,1.8,6753.000
2016/2017,Canada,"Mathematics, computer and information sciences",v62427127,1.8,6911.000
2017/2018,Canada,"Mathematics, computer and information sciences",v62427127,1.8,7140.000
2006/2007,Canada,Engineering,v62427128,1.9,4943.000
2007/2008,Canada,Engineering,v62427128,1.9,5099.000
2008/2009,Canada,Engineering,v62427128,1.9,5319.000
2009/2010,Canada,Engineering,v62427128,1.9,5577.000
2010/2011,Canada,Engineering,v62427128,1.9,5992.000
2011/2012,Canada,Engineering,v62427128,1.9,6155.000
2012/2013,Canada,Engineering,v62427128,1.9,6560.000
2013/2014,Canada,Engineering,v62427128,1.9,6871.000
2014/2015,Canada,Engineering,v62427128,1.9,7153.000
2015/2016,Canada,Engineering,v62427128,1.9,7511.000
2016/2017,Canada,Engineering,v62427128,1.9,7827.000
2017/2018,Canada,Engineering,v62427128,1.9,8099.000
2006/2007,Canada,Architecture and related technologies,v62427113,1.10,3839.000
2007/2008,Canada,Architecture and related technologies,v62427113,1.10,3999.000
2008/2009,Canada,Architecture and related technologies,v62427113,1.10,4503.000
2009/2010,Canada,Architecture and related technologies,v62427113,1.10,4826.000
2010/2011,Canada,Architecture and related technologies,v62427113,1.10,5179.000
2011/2012,Canada,Architecture and related technologies,v62427113,1.10,4788.000
2012/2013,Canada,Architecture and related technologies,v62427113,1.10,5340.000
2013/2014,Canada,Architecture and related technologies,v62427113,1.10,5495.000
2014/2015,Canada,Architecture and related technologies,v62427113,1.10,5985.000
2015/2016,Canada,Architecture and related technologies,v62427113,1.10,6346.000
2016/2017,Canada,Architecture and related technologies,v62427113,1.10,6810.000
2017/2018,Canada,Architecture and related technologies,v62427113,1.10,7081.000
2006/2007,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,3869.000
2007/2008,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,4064.000
2008/2009,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,4366.000
2009/2010,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,4697.000
2010/2011,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,4803.000
2011/2012,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,4961.000
2012/2013,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,5119.000
2013/2014,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,5251.000
2014/2015,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,5371.000
2015/2016,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,5487.000
2016/2017,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,5438.000
2017/2018,Canada,"Agriculture, natural resources and conservation",v62427114,1.11,5582.000
2007/2008,Canada,Dentistry,v62427115,1.12,12516.000
2008/2009,Canada,Dentistry,v62427115,1.12,13290.000
2009/2010,Canada,Dentistry,v62427115,1.12,13917.000
2010/2011,Canada,Dentistry,v62427115,1.12,15062.000
2011/2012,Canada,Dentistry,v62427115,1.12,16037.000
2012/2013,Canada,Dentistry,v62427115,1.12,16678.000
2013/2014,Canada,Dentistry,v62427115,1.12,17387.000
2014/2015,Canada,Dentistry,v62427115,1.12,18118.000
2015/2016,Canada,Dentistry,v62427115,1.12,20156.000
2016/2017,Canada,Dentistry,v62427115,1.12,21464.000
2017/2018,Canada,Dentistry,v62427115,1.12,22297.000
2006/2007,Canada,Medicine,v62427116,1.13,9659.000
2007/2008,Canada,Medicine,v62427116,1.13,10029.000
2008/2009,Canada,Medicine,v62427116,1.13,9821.000
2009/2010,Canada,Medicine,v62427116,1.13,9815.000
2010/2011,Canada,Medicine,v62427116,1.13,10867.000
2011/2012,Canada,Medicine,v62427116,1.13,11313.000
2012/2013,Canada,Medicine,v62427116,1.13,12012.000
2013/2014,Canada,Medicine,v62427116,1.13,12470.000
2014/2015,Canada,Medicine,v62427116,1.13,12987.000
2015/2016,Canada,Medicine,v62427116,1.13,13409.000
2016/2017,Canada,Medicine,v62427116,1.13,13911.000
2017/2018,Canada,Medicine,v62427116,1.13,14444.000
2007/2008,Canada,Nursing,v62427117,1.14,4267.000
2008/2009,Canada,Nursing,v62427117,1.14,4422.000
2009/2010,Canada,Nursing,v62427117,1.14,4558.000
2010/2011,Canada,Nursing,v62427117,1.14,4662.000
2011/2012,Canada,Nursing,v62427117,1.14,4731.000
2012/2013,Canada,Nursing,v62427117,1.14,4985.000
2013/2014,Canada,Nursing,v62427117,1.14,5140.000
2014/2015,Canada,Nursing,v62427117,1.14,5308.000
2015/2016,Canada,Nursing,v62427117,1.14,5401.000
2016/2017,Canada,Nursing,v62427117,1.14,5507.000
2017/2018,Canada,Nursing,v62427117,1.14,5634.000
2007/2008,Canada,Pharmacy,v62427118,1.15,4215.000
2008/2009,Canada,Pharmacy,v62427118,1.15,8366.000
2009/2010,Canada,Pharmacy,v62427118,1.15,8783.000
2010/2011,Canada,Pharmacy,v62427118,1.15,9014.000
2011/2012,Canada,Pharmacy,v62427118,1.15,9719.000
2012/2013,Canada,Pharmacy,v62427118,1.15,10463.000
2013/2014,Canada,Pharmacy,v62427118,1.15,10691.000
2014/2015,Canada,Pharmacy,v62427118,1.15,11273.000
2015/2016,Canada,Pharmacy,v62427118,1.15,11928.000
2016/2017,Canada,Pharmacy,v62427118,1.15,9962.000
2017/2018,Canada,Pharmacy,v62427118,1.15,10279.000
2007/2008,Canada,Veterinary medicine,v62427119,1.16,4296.000
2008/2009,Canada,Veterinary medicine,v62427119,1.16,4959.000
2009/2010,Canada,Veterinary medicine,v62427119,1.16,5609.000
2010/2011,Canada,Veterinary medicine,v62427119,1.16,5612.000
2011/2012,Canada,Veterinary medicine,v62427119,1.16,5889.000
2012/2013,Canada,Veterinary medicine,v62427119,1.16,6383.000
2013/2014,Canada,Veterinary medicine,v62427119,1.16,6680.000
2014/2015,Canada,Veterinary medicine,v62427119,1.16,6917.000
2015/2016,Canada,Veterinary medicine,v62427119,1.16,7196.000
2016/2017,Canada,Veterinary medicine,v62427119,1.16,7450.000
2017/2018,Canada,Veterinary medicine,v62427119,1.16,7667.000
2006/2007,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,4996.000
2007/2008,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,4400.000
2008/2009,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,4539.000
2009/2010,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,4477.000
2010/2011,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,4698.000
2011/2012,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,4873.000
2012/2013,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,5232.000
2013/2014,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,5529.000
2014/2015,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,5757.000
2015/2016,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,5964.000
2016/2017,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,6085.000
2017/2018,Canada,"Other health, parks, recreation and fitness",v62427120,1.17,6261.000
2014/2014,Canada,"Personal, protective and transportation services",v114648199,1.18,..
2015/2015,Canada,"Personal, protective and transportation services",v114648199,1.18,..
2016/2017,Canada,"Personal, protective and transportation services",v114648199,1.18,5989.000
2017/2018,Canada,"Personal, protective and transportation services",v114648199,1.18,6157.000
2006/2007,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2007/2008,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2008/2009,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2009/2010,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2010/2011,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2011/2012,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2012/2013,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2013/2014,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2014/2015,Newfoundland and Labrador,Education,v62427161,2.1,2550.000
2015/2016,Newfoundland and Labrador,Education,v62427161,2.1,2805.000
2016/2017,Newfoundland and Labrador,Education,v62427161,2.1,2805.000
2017/2018,Newfoundland and Labrador,Education,v62427161,2.1,2805.000
2006/2007,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2007/2008,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2008/2009,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2009/2010,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2010/2011,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2011/2012,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2012/2013,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2013/2014,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2014/2015,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2015/2016,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2016/2017,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2017/2018,Newfoundland and Labrador,"Visual and performing arts, and communications technologies",v62427166,2.2,2550.000
2006/2007,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2007/2008,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2008/2009,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2009/2010,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2010/2011,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2011/2012,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2012/2013,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2013/2014,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2014/2015,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2015/2016,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2016/2017,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2017/2018,Newfoundland and Labrador,Humanities,v62427167,2.3,2550.000
2006/2007,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2007/2008,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2008/2009,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2009/2010,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2010/2011,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2011/2012,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2012/2013,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2013/2014,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2014/2015,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2015/2016,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2016/2017,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2017/2018,Newfoundland and Labrador,"Social and behavioural sciences, and legal studies",v62427168,2.4,2550.000
2006/2007,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2007/2008,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2008/2009,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2009/2010,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2010/2011,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2011/2012,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2012/2013,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2013/2014,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2014/2015,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2550.000
2015/2016,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2805.000
2016/2017,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2805.000
2017/2018,Newfoundland and Labrador,"Business, management and public administration",v62427169,2.6,2805.000
2006/2007,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2007/2008,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2008/2009,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2009/2010,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2010/2011,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2011/2012,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2012/2013,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2013/2014,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2014/2015,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2015/2016,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2016/2017,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2017/2018,Newfoundland and Labrador,Physical and life sciences and technologies,v62427170,2.7,2550.000
2006/2007,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2007/2008,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2008/2009,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2009/2010,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2010/2011,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2011/2012,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2012/2013,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2013/2014,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2014/2015,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2015/2016,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2016/2017,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2017/2018,Newfoundland and Labrador,"Mathematics, computer and information sciences",v62427171,2.8,2550.000
2006/2007,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2007/2008,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2008/2009,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2009/2010,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2010/2011,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2011/2012,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2012/2013,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2013/2014,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2014/2015,Newfoundland and Labrador,Engineering,v62427172,2.9,2550.000
2015/2016,Newfoundland and Labrador,Engineering,v62427172,2.9,2805.000
